age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
24,M,African-American,Less than 25,High,Male,1,-1.0,9,1,1
23,M,Hispanic,Less than 25,Low,Female,2,-1.0,4,0,0
33,F,African-American,25 - 45,Medium,Female,5,-1.0,7,0,0
21,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,1,1
59,M,Caucasian,Greater than 45,Low,Male,3,-3.0,1,0,0
26,F,Caucasian,25 - 45,Low,Male,4,0.0,4,1,1
38,F,Other,25 - 45,Low,Male,2,-1.0,1,0,0
28,F,Hispanic,25 - 45,High,Male,2,-1.0,8,0,0
23,F,Hispanic,Less than 25,Medium,Male,2,-1.0,5,1,1
21,F,African-American,Less than 25,Medium,Male,1,-1.0,5,1,1
52,M,African-American,Greater than 45,Low,Male,0,-1.0,1,1,1
56,F,African-American,Greater than 45,Medium,Male,12,-1.0,5,1,1
40,M,Caucasian,25 - 45,Low,Male,1,-1.0,4,0,0
48,M,Caucasian,Greater than 45,Low,Female,8,-26.0,4,1,1
26,F,African-American,25 - 45,Low,Female,0,-1.0,4,0,0
66,F,Caucasian,Greater than 45,Low,Male,1,-14.0,1,1,1
54,F,African-American,Greater than 45,Low,Female,6,-1.0,4,0,0
31,M,Caucasian,25 - 45,Medium,Male,4,-1.0,7,1,1
34,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,1,0
25,F,African-American,25 - 45,High,Male,9,-1.0,9,1,1
47,F,Caucasian,Greater than 45,Low,Male,2,-7.0,4,0,0
51,F,African-American,Greater than 45,High,Male,12,-1.0,8,1,1
25,F,Caucasian,25 - 45,Low,Male,1,-23.0,3,0,0
25,F,Other,25 - 45,Low,Male,0,-1.0,2,1,1
31,F,African-American,25 - 45,Low,Female,2,-1.0,2,1,1
36,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,1,0
49,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0
31,F,African-American,25 - 45,Medium,Male,0,-1.0,7,0,0
30,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,0,0
29,F,African-American,25 - 45,High,Male,3,-1.0,9,1,1
53,F,Caucasian,Greater than 45,Medium,Female,6,-1.0,5,1,1
21,F,African-American,Less than 25,High,Male,1,-1.0,9,1,1
21,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,0
27,F,African-American,25 - 45,Medium,Female,1,0.0,5,1,1
65,F,African-American,Greater than 45,Low,Female,0,-1.0,1,0,0
59,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0
59,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0
24,M,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0
40,F,African-American,25 - 45,Low,Male,0,0.0,1,0,0
51,F,African-American,Greater than 45,Low,Male,0,-1.0,1,1,1
34,F,African-American,25 - 45,High,Male,10,-1.0,9,1,1
30,F,Hispanic,25 - 45,Low,Male,1,0.0,2,1,1
52,F,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0
38,F,African-American,25 - 45,Low,Male,2,-1.0,3,1,1
22,F,African-American,Less than 25,High,Female,0,-6.0,8,0,0
43,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0
32,F,Caucasian,25 - 45,High,Male,5,0.0,9,1,1
55,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0
26,F,African-American,25 - 45,Low,Male,2,-1.0,2,1,0
23,M,Caucasian,Less than 25,Low,Male,1,-1.0,2,0,0
47,F,Other,Greater than 45,Low,Female,0,-1.0,1,0,0
28,M,Caucasian,25 - 45,Low,Male,1,-1.0,2,1,1
27,F,Hispanic,25 - 45,Low,Male,0,0.0,2,1,1
61,F,Hispanic,Greater than 45,Low,Male,2,-1.0,4,1,1
26,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0
28,M,Caucasian,25 - 45,Medium,Female,1,0.0,5,1,1
43,F,African-American,25 - 45,Medium,Male,0,-1.0,5,1,1
33,M,African-American,25 - 45,Medium,Male,21,-6.0,7,1,1
21,M,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,0
32,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,0,0
22,F,African-American,Less than 25,Low,Male,1,0.0,4,1,1
51,F,African-American,Greater than 45,Low,Male,3,0.0,1,0,0
20,F,African-American,Less than 25,High,Male,2,-1.0,10,1,1
35,F,Caucasian,25 - 45,Low,Male,2,-1.0,3,0,0
37,F,African-American,25 - 45,Low,Female,3,-1.0,1,0,0
28,M,African-American,25 - 45,Medium,Male,0,-2.0,7,1,1
41,M,Caucasian,25 - 45,Medium,Male,3,-1.0,5,1,1
24,M,African-American,Less than 25,High,Male,0,-1.0,8,1,1
33,M,African-American,25 - 45,Low,Female,3,-1.0,4,0,0
30,F,Caucasian,25 - 45,Medium,Female,4,-1.0,6,0,0
20,F,African-American,Less than 25,Medium,Male,1,0.0,7,1,1
42,F,African-American,25 - 45,Low,Female,1,-10.0,1,0,0
40,F,African-American,25 - 45,Medium,Female,15,-1.0,7,1,1
39,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,1
21,F,African-American,Less than 25,Medium,Male,0,0.0,7,0,0
39,F,Caucasian,25 - 45,Low,Male,2,-2.0,2,1,1
24,F,Caucasian,Less than 25,Low,Male,0,0.0,2,0,0
41,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0
39,F,African-American,25 - 45,Low,Male,1,-1.0,4,0,0
24,F,African-American,Less than 25,High,Female,3,-1.0,8,0,0
24,F,African-American,Less than 25,Low,Female,1,-23.0,4,0,0
29,M,African-American,25 - 45,Low,Male,0,-1.0,2,1,1
25,M,Caucasian,25 - 45,Medium,Male,2,-12.0,5,1,1
23,F,Caucasian,Less than 25,Medium,Female,0,-1.0,6,1,1
22,F,African-American,Less than 25,High,Male,1,0.0,10,1,1
26,M,Other,25 - 45,Medium,Female,4,-1.0,7,1,1
26,M,African-American,25 - 45,High,Male,3,-1.0,9,1,1
24,M,African-American,Less than 25,Medium,Female,3,-1.0,6,1,1
44,M,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0
36,F,Caucasian,25 - 45,Low,Male,1,-19.0,2,1,1
39,F,Caucasian,25 - 45,High,Male,10,-1.0,8,1,1
42,F,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0
45,M,Caucasian,Greater than 45,Low,Male,1,-2.0,1,0,0
25,F,African-American,25 - 45,High,Male,7,-1.0,10,1,1
33,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0
25,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0
32,F,African-American,25 - 45,Low,Male,5,-10.0,4,0,0
23,F,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0
39,M,Caucasian,25 - 45,Medium,Male,0,-1.0,5,0,0
27,F,African-American,25 - 45,High,Male,12,-1.0,8,1,1
35,M,Caucasian,25 - 45,Medium,Female,4,-1.0,7,0,0
38,M,African-American,25 - 45,Low,Female,0,0.0,1,0,0
30,F,African-American,25 - 45,Low,Male,4,-10.0,2,0,0
30,F,Caucasian,25 - 45,Medium,Male,1,-1.0,5,0,0
30,M,Caucasian,25 - 45,High,Female,0,0.0,8,0,0
26,F,African-American,25 - 45,High,Male,18,-1.0,10,1,1
31,F,African-American,25 - 45,Low,Male,2,-1.0,2,1,0
34,F,Other,25 - 45,Low,Male,0,-1.0,2,0,0
25,M,African-American,25 - 45,Medium,Female,0,-1.0,5,0,0
26,F,Caucasian,25 - 45,Medium,Female,1,-13.0,6,0,0
38,F,African-American,25 - 45,Medium,Male,2,0.0,7,1,1
37,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0
34,M,Caucasian,25 - 45,Medium,Male,3,-1.0,5,0,0
38,F,Hispanic,25 - 45,Low,Female,0,-1.0,2,0,0
31,M,African-American,25 - 45,Medium,Female,0,-1.0,6,0,0
29,M,Caucasian,25 - 45,Low,Female,0,0.0,2,0,0
20,F,Caucasian,Less than 25,High,Male,1,28.0,9,1,1
22,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,0
51,M,Hispanic,Greater than 45,Low,Female,0,-3.0,1,0,0
24,M,African-American,Less than 25,Low,Male,2,-1.0,4,1,1
47,F,African-American,Greater than 45,High,Male,0,-1.0,8,1,1
36,F,African-American,25 - 45,Medium,Female,1,-1.0,5,1,1
21,M,African-American,Less than 25,Low,Male,1,-1.0,4,0,0
25,M,African-American,25 - 45,High,Male,3,-1.0,10,1,1
23,F,African-American,Less than 25,High,Male,5,-1.0,9,1,1
23,M,Other,Less than 25,Low,Male,0,-1.0,3,0,0
24,M,Caucasian,Less than 25,High,Female,0,-1.0,10,0,0
35,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,1,1
23,M,Hispanic,Less than 25,Low,Female,0,-2.0,4,0,0
19,M,African-American,Less than 25,Low,Female,0,-1.0,4,1,1
32,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,1
39,M,Caucasian,25 - 45,Low,Female,0,-3.0,1,1,1
30,F,African-American,25 - 45,High,Male,12,0.0,9,1,1
33,F,African-American,25 - 45,Medium,Male,2,-1.0,7,0,0
36,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0
29,F,African-American,25 - 45,High,Male,8,-1.0,8,1,1
40,F,Caucasian,25 - 45,Low,Female,0,0.0,2,0,0
53,F,African-American,Greater than 45,Medium,Male,4,-4.0,7,0,0
28,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0
38,M,Hispanic,25 - 45,Low,Male,2,0.0,2,0,0
27,F,African-American,25 - 45,High,Male,9,-1.0,9,1,1
55,F,Caucasian,Greater than 45,Low,Male,0,-1.0,3,0,0
22,M,African-American,Less than 25,Medium,Male,1,-1.0,7,0,0
34,F,African-American,25 - 45,Low,Female,1,-1.0,1,0,0
55,M,Caucasian,Greater than 45,Low,Male,1,-17.0,2,0,0
24,F,Hispanic,Less than 25,High,Male,2,0.0,8,1,0
47,M,African-American,Greater than 45,High,Female,21,-1.0,9,1,1
41,M,Other,25 - 45,Low,Male,0,0.0,1,0,0
41,F,Hispanic,25 - 45,Low,Male,0,-2.0,3,0,0
61,F,African-American,Greater than 45,Low,Male,12,-1.0,3,0,0
57,F,African-American,Greater than 45,Low,Male,3,0.0,1,0,0
38,M,Caucasian,25 - 45,Low,Female,2,-1.0,3,0,0
25,F,Caucasian,25 - 45,Low,Male,13,-1.0,4,1,1
23,F,African-American,Less than 25,Low,Male,0,-1.0,2,1,1
23,F,Caucasian,Less than 25,Medium,Male,3,-1.0,5,0,0
20,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0
44,F,Caucasian,25 - 45,High,Male,1,-1.0,8,0,0
38,M,Caucasian,25 - 45,Low,Female,1,-23.0,1,0,0
56,F,African-American,Greater than 45,Low,Male,5,-1.0,2,1,1
43,F,Caucasian,25 - 45,Low,Male,2,0.0,2,1,1
22,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,1
32,F,Other,25 - 45,Low,Male,0,-1.0,1,0,0
29,F,African-American,25 - 45,Medium,Male,0,0.0,6,0,0
22,F,African-American,Less than 25,High,Male,1,0.0,9,1,1
23,F,African-American,Less than 25,High,Male,3,-1.0,9,1,1
24,F,Caucasian,Less than 25,Low,Male,1,-23.0,4,0,0
45,M,Other,Greater than 45,Low,Male,0,0.0,1,0,0
21,F,African-American,Less than 25,High,Male,2,-1.0,9,0,0
29,M,African-American,25 - 45,Low,Female,0,0.0,2,0,0
51,M,Caucasian,Greater than 45,Low,Female,0,-1.0,4,1,1
36,M,Hispanic,25 - 45,Low,Male,2,-1.0,2,1,1
25,F,African-American,25 - 45,Low,Male,1,0.0,3,0,0
46,F,Hispanic,Greater than 45,Low,Male,13,-1.0,3,0,0
62,F,African-American,Greater than 45,High,Male,22,0.0,8,1,1
25,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,1
27,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,0
22,F,Caucasian,Less than 25,High,Female,3,-1.0,9,1,1
37,F,Hispanic,25 - 45,Low,Male,1,-1.0,1,0,0
21,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,1,1
39,F,Caucasian,25 - 45,Medium,Female,2,-1.0,5,1,1
43,F,African-American,25 - 45,Low,Male,8,-1.0,3,1,1
22,M,African-American,Less than 25,Medium,Male,0,0.0,6,1,1
28,F,African-American,25 - 45,Medium,Female,4,-1.0,7,0,0
43,F,Caucasian,25 - 45,High,Male,0,-1.0,9,1,1
27,F,Caucasian,25 - 45,High,Male,7,-1.0,8,1,1
27,F,Other,25 - 45,Low,Male,0,-1.0,2,1,1
31,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,1,1
28,M,African-American,25 - 45,Low,Female,0,0.0,2,0,0
58,M,Caucasian,Greater than 45,Low,Male,3,-4.0,2,0,0
22,F,Caucasian,Less than 25,Low,Male,0,-1.0,4,1,1
31,F,African-American,25 - 45,Low,Male,5,-1.0,4,1,0
33,F,African-American,25 - 45,Low,Male,0,0.0,3,0,0
26,M,African-American,25 - 45,High,Male,6,0.0,10,1,1
23,M,African-American,Less than 25,Medium,Female,1,0.0,5,0,0
32,F,Caucasian,25 - 45,High,Male,11,-1.0,10,0,0
22,F,Caucasian,Less than 25,High,Male,0,0.0,8,0,0
35,F,African-American,25 - 45,Low,Female,2,-1.0,2,0,0
47,F,Caucasian,Greater than 45,Medium,Male,1,0.0,6,1,1
35,F,Hispanic,25 - 45,Low,Male,2,-14.0,1,0,0
29,F,African-American,25 - 45,High,Male,17,-1.0,9,1,1
54,M,Caucasian,Greater than 45,Low,Female,1,-7.0,2,0,0
29,F,Caucasian,25 - 45,High,Male,0,-1.0,8,0,0
28,M,Other,25 - 45,Low,Female,0,-1.0,4,1,1
51,F,African-American,Greater than 45,High,Male,17,-2.0,8,1,1
36,M,African-American,25 - 45,Medium,Female,0,0.0,6,0,0
35,M,Caucasian,25 - 45,Low,Male,3,-1.0,4,1,1
20,F,African-American,Less than 25,Low,Male,1,-1.0,4,1,1
25,F,African-American,25 - 45,Medium,Male,0,0.0,5,0,0
29,M,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0
31,F,Hispanic,25 - 45,High,Male,0,0.0,10,1,1
39,M,Caucasian,25 - 45,Low,Male,0,0.0,2,0,0
30,F,African-American,25 - 45,Low,Male,1,-1.0,4,1,1
23,F,African-American,Less than 25,Medium,Female,0,0.0,7,0,0
23,F,African-American,Less than 25,Low,Female,1,-1.0,4,0,0
37,M,Hispanic,25 - 45,Low,Female,0,-3.0,3,0,0
30,F,African-American,25 - 45,Medium,Male,21,0.0,7,1,1
33,F,African-American,25 - 45,High,Male,18,-1.0,9,1,1
20,M,Hispanic,Less than 25,Low,Male,0,-2.0,4,1,1
30,F,African-American,25 - 45,Medium,Male,9,-1.0,7,1,1
23,F,African-American,Less than 25,Medium,Male,1,-1.0,6,0,0
27,F,African-American,25 - 45,Low,Female,0,-2.0,3,1,1
38,M,African-American,25 - 45,Medium,Male,10,-1.0,6,0,0
42,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,0
31,F,African-American,25 - 45,Low,Male,0,-1.0,3,0,0
23,F,African-American,Less than 25,High,Male,2,-1.0,9,1,1
31,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,1,1
43,M,African-American,25 - 45,Medium,Male,1,-1.0,5,1,1
39,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0
31,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0
22,F,Caucasian,Less than 25,Medium,Male,3,-1.0,7,1,1
33,F,African-American,25 - 45,Low,Female,0,0.0,3,0,0
23,F,African-American,Less than 25,Medium,Male,1,-1.0,6,1,1
29,F,Caucasian,25 - 45,Low,Female,0,-1.0,4,0,0
62,F,Caucasian,Greater than 45,Low,Male,2,-4.0,1,0,0
56,F,African-American,Greater than 45,Low,Female,1,-24.0,2,1,1
24,F,African-American,Less than 25,Low,Female,4,-1.0,3,1,1
44,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,0,0
22,F,African-American,Less than 25,Medium,Male,2,-1.0,7,1,1
28,F,African-American,25 - 45,Medium,Female,4,-1.0,5,1,1
30,F,African-American,25 - 45,Medium,Male,0,0.0,5,0,0
32,M,Caucasian,25 - 45,Low,Male,1,0.0,1,1,1
51,F,Caucasian,Greater than 45,Medium,Male,3,-1.0,6,0,0
21,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,0
21,F,African-American,Less than 25,High,Male,2,-1.0,9,1,1
27,F,African-American,25 - 45,High,Male,3,-1.0,9,1,1
28,F,Hispanic,25 - 45,Low,Male,0,0.0,4,0,0
31,F,African-American,25 - 45,Low,Female,0,-1.0,1,0,0
33,M,African-American,25 - 45,High,Male,0,-1.0,8,1,1
49,F,Caucasian,Greater than 45,Low,Female,2,-1.0,2,0,0
41,F,Other,25 - 45,Low,Female,2,-1.0,3,0,0
20,M,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,0
31,F,African-American,25 - 45,Medium,Male,10,-1.0,6,1,1
25,F,African-American,25 - 45,Medium,Male,5,-1.0,5,1,1
23,F,African-American,Less than 25,High,Male,4,0.0,9,1,1
26,M,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0
45,F,Asian,Greater than 45,Low,Female,6,-1.0,3,1,1
28,M,Caucasian,25 - 45,Low,Male,1,0.0,2,0,0
28,F,African-American,25 - 45,High,Female,13,-1.0,9,1,1
39,F,Caucasian,25 - 45,Low,Male,0,-3.0,1,1,1
59,F,Hispanic,Greater than 45,Low,Male,1,-2.0,2,1,1
52,M,African-American,Greater than 45,Low,Male,4,-5.0,1,0,0
36,M,Hispanic,25 - 45,Medium,Male,1,-1.0,5,0,0
30,F,African-American,25 - 45,Low,Male,2,-1.0,3,1,1
21,M,African-American,Less than 25,Medium,Female,0,-1.0,5,1,1
25,M,African-American,25 - 45,Low,Male,2,0.0,4,1,1
22,F,African-American,Less than 25,Low,Male,0,0.0,4,0,0
61,M,African-American,Greater than 45,Low,Male,20,-1.0,2,1,1
24,F,Caucasian,Less than 25,Medium,Male,2,-1.0,6,0,0
26,F,Caucasian,25 - 45,High,Female,2,22.0,9,1,1
34,F,African-American,25 - 45,Low,Female,6,-1.0,3,0,0
45,M,African-American,Greater than 45,High,Male,12,-1.0,8,1,1
54,F,African-American,Greater than 45,Low,Male,4,0.0,3,1,1
51,M,African-American,Greater than 45,Medium,Male,8,-1.0,5,0,0
28,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0
23,F,Caucasian,Less than 25,Low,Male,0,0.0,2,0,0
30,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,1,1
25,M,African-American,25 - 45,Low,Male,0,0.0,3,1,1
25,F,Caucasian,25 - 45,Medium,Male,2,-1.0,5,0,0
28,F,Caucasian,25 - 45,Medium,Male,2,-1.0,7,0,0
32,M,African-American,25 - 45,Low,Female,0,0.0,1,1,1
35,F,African-American,25 - 45,Low,Male,7,-1.0,4,0,0
49,M,African-American,Greater than 45,Low,Male,0,-1.0,1,1,1
36,F,Caucasian,25 - 45,Low,Male,5,-1.0,3,1,1
33,M,African-American,25 - 45,High,Male,16,0.0,9,1,1
30,F,Other,25 - 45,Low,Male,1,-1.0,1,0,0
58,M,Caucasian,Greater than 45,Low,Female,1,-3.0,2,0,0
22,F,African-American,Less than 25,Medium,Male,2,0.0,7,1,0
28,F,Caucasian,25 - 45,Low,Male,2,3.0,3,1,1
28,M,Hispanic,25 - 45,Low,Male,0,0.0,1,1,1
26,F,African-American,25 - 45,High,Male,6,-1.0,10,1,1
36,F,Caucasian,25 - 45,Low,Female,3,-2.0,1,1,1
23,F,Caucasian,Less than 25,High,Male,0,0.0,9,0,0
22,F,African-American,Less than 25,Medium,Male,0,0.0,5,1,1
26,F,African-American,25 - 45,Low,Male,0,-1.0,3,0,0
25,F,African-American,25 - 45,Medium,Male,1,0.0,5,0,0
40,M,Native American,25 - 45,Medium,Male,2,-1.0,6,0,0
28,M,African-American,25 - 45,Low,Male,0,-1.0,2,1,1
56,F,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0
36,F,African-American,25 - 45,Low,Male,0,-1.0,4,0,0
51,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0
35,F,African-American,25 - 45,High,Female,9,-1.0,8,0,0
24,M,Caucasian,Less than 25,Medium,Male,0,-1.0,5,1,1
27,M,African-American,25 - 45,Low,Male,6,-1.0,4,1,1
22,F,Caucasian,Less than 25,High,Male,2,0.0,9,1,1
23,M,Caucasian,Less than 25,High,Female,4,-1.0,9,1,1
27,M,Caucasian,25 - 45,Low,Female,0,0.0,2,1,1
31,F,African-American,25 - 45,High,Male,8,-1.0,9,1,1
25,F,Caucasian,25 - 45,Medium,Male,3,-1.0,7,0,0
52,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0
35,F,Hispanic,25 - 45,Medium,Male,0,-1.0,7,0,0
24,F,Caucasian,Less than 25,Medium,Female,0,-3.0,5,0,0
57,F,Other,Greater than 45,Low,Male,0,0.0,1,0,0
38,F,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0
26,M,Hispanic,25 - 45,Medium,Male,1,-2.0,5,0,0
20,F,African-American,Less than 25,Medium,Male,3,-1.0,7,1,1
34,F,African-American,25 - 45,Low,Male,2,-1.0,2,0,0
25,M,African-American,25 - 45,High,Male,11,-1.0,9,1,1
24,F,Caucasian,Less than 25,Medium,Female,0,-1.0,5,0,0
49,M,Caucasian,Greater than 45,Medium,Male,4,0.0,6,1,1
27,F,African-American,25 - 45,High,Male,15,-1.0,10,1,1
28,F,African-American,25 - 45,Medium,Male,10,-20.0,5,1,1
55,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,0
47,M,Caucasian,Greater than 45,Low,Male,3,-1.0,3,1,1
55,M,African-American,Greater than 45,Medium,Male,10,-1.0,7,1,1
22,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,1
32,F,African-American,25 - 45,High,Male,9,-1.0,8,1,0
55,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,1,0
23,M,African-American,Less than 25,Medium,Male,3,0.0,5,0,0
54,F,Caucasian,Greater than 45,Low,Male,2,-29.0,4,1,1
40,F,Asian,25 - 45,Low,Male,0,-1.0,1,0,0
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,1,1
29,F,African-American,25 - 45,Medium,Female,5,0.0,7,1,0
45,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0
25,M,Other,25 - 45,Medium,Male,2,-1.0,6,0,0
40,F,Caucasian,25 - 45,Low,Male,4,-1.0,3,1,1
38,F,African-American,25 - 45,Low,Male,7,-1.0,4,1,1
26,F,African-American,25 - 45,High,Male,3,0.0,10,1,1
37,F,African-American,25 - 45,Low,Female,0,-1.0,1,0,0
41,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,0
33,F,Other,25 - 45,Low,Female,0,-1.0,2,0,0
57,F,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0
34,M,African-American,25 - 45,High,Male,3,-1.0,9,0,0
29,F,African-American,25 - 45,Low,Male,1,-1.0,4,1,1
45,F,Hispanic,Greater than 45,Medium,Male,8,0.0,7,0,0
22,F,Caucasian,Less than 25,Low,Male,1,-8.0,4,1,0
22,M,African-American,Less than 25,High,Female,0,-1.0,8,1,1
21,M,African-American,Less than 25,Low,Male,0,-1.0,4,0,0
56,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0
48,F,African-American,Greater than 45,Low,Male,4,-1.0,3,0,0
27,M,Hispanic,25 - 45,Low,Male,1,-1.0,2,0,0
27,F,Caucasian,25 - 45,Medium,Male,2,-1.0,6,1,1
34,F,Hispanic,25 - 45,Low,Male,1,-1.0,2,0,0
23,F,African-American,Less than 25,Medium,Male,5,0.0,6,1,1
47,F,African-American,Greater than 45,Medium,Male,3,0.0,5,1,1
33,M,African-American,25 - 45,Low,Male,6,-1.0,3,1,1
58,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0
33,F,African-American,25 - 45,Medium,Female,1,-3.0,5,0,0
40,M,African-American,25 - 45,Medium,Female,2,-1.0,5,0,0
22,F,Caucasian,Less than 25,Medium,Male,0,0.0,5,1,0
39,F,Caucasian,25 - 45,Low,Male,2,-1.0,3,0,0
35,F,Caucasian,25 - 45,Low,Male,1,0.0,1,0,0
22,M,Hispanic,Less than 25,Low,Male,0,-1.0,2,0,0
43,F,African-American,25 - 45,Medium,Male,7,-1.0,6,1,1
37,M,Hispanic,25 - 45,Low,Male,4,-1.0,4,0,0
26,F,African-American,25 - 45,High,Male,2,-1.0,8,1,1
60,F,Hispanic,Greater than 45,Low,Male,0,-1.0,4,0,0
39,F,Caucasian,25 - 45,Low,Female,1,-1.0,4,0,0
36,M,African-American,25 - 45,High,Male,16,-1.0,8,1,1
21,M,Caucasian,Less than 25,Low,Male,0,-1.0,4,1,1
28,F,Hispanic,25 - 45,Low,Female,1,-1.0,3,1,1
70,F,Other,Greater than 45,Low,Female,0,-1.0,1,0,0
53,F,African-American,Greater than 45,Low,Male,6,-1.0,2,1,0
37,F,Caucasian,25 - 45,Medium,Male,0,-5.0,6,0,0
21,F,African-American,Less than 25,Medium,Male,1,-1.0,6,1,1
28,F,African-American,25 - 45,Medium,Male,1,-1.0,6,0,0
21,F,African-American,Less than 25,Medium,Male,1,-1.0,6,0,0
56,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0
30,M,Caucasian,25 - 45,Low,Male,3,-1.0,3,0,0
27,F,Caucasian,25 - 45,High,Male,0,-1.0,8,1,1
37,F,Hispanic,25 - 45,Low,Male,6,-1.0,2,1,1
27,F,African-American,25 - 45,High,Male,1,-1.0,8,0,0
41,M,African-American,25 - 45,Medium,Male,7,0.0,7,1,1
30,M,African-American,25 - 45,Low,Female,7,-1.0,3,1,1
32,F,African-American,25 - 45,High,Male,7,-1.0,8,1,1
32,F,African-American,25 - 45,Low,Male,3,-1.0,4,0,0
34,F,Caucasian,25 - 45,Medium,Female,5,-22.0,5,1,1
46,F,African-American,Greater than 45,Low,Male,3,-1.0,1,0,0
24,F,African-American,Less than 25,Low,Male,1,-1.0,3,1,1
32,F,African-American,25 - 45,Medium,Male,7,-1.0,6,1,1
43,F,Caucasian,25 - 45,Low,Male,6,-1.0,4,1,1
50,F,Caucasian,Greater than 45,Low,Male,3,-1.0,2,0,0
30,F,Caucasian,25 - 45,Low,Male,4,0.0,4,1,1
37,M,African-American,25 - 45,Medium,Male,3,-1.0,7,0,0
37,F,Hispanic,25 - 45,Medium,Male,1,0.0,5,0,0
40,M,Caucasian,25 - 45,Low,Male,3,0.0,4,0,0
53,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0
31,M,Other,25 - 45,Low,Male,6,-1.0,2,1,1
33,M,African-American,25 - 45,Low,Male,4,-1.0,3,0,0
22,M,African-American,Less than 25,Low,Female,0,-1.0,4,0,0
27,M,African-American,25 - 45,Low,Male,2,-1.0,3,1,1
25,M,African-American,25 - 45,High,Male,5,-1.0,8,1,1
24,F,Caucasian,Less than 25,Low,Male,2,-1.0,2,0,0
24,F,African-American,Less than 25,Medium,Female,2,0.0,5,1,1
26,F,African-American,25 - 45,Medium,Female,1,0.0,7,0,0
26,F,African-American,25 - 45,High,Female,3,-1.0,10,1,1
20,F,Caucasian,Less than 25,Low,Male,0,-1.0,4,1,1
27,M,African-American,25 - 45,Medium,Male,4,0.0,6,1,1
24,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,1,1
26,F,African-American,25 - 45,Medium,Male,8,0.0,7,1,1
26,M,Caucasian,25 - 45,Medium,Male,5,-1.0,5,0,0
54,F,Hispanic,Greater than 45,Low,Male,0,-1.0,1,1,1
